Model,Group,Language,Question ID,Formulation,Choice Set
deepseek,Rohingya,en,question8,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question7,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question7,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question6,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question6,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question5,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question5,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question4,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question4,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question3,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question3,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question2,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question2,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question15,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question15,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question14,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question14,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question14,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question14,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question14,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question14,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question13,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question13,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question13,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question13,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question13,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question13,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question12,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question12,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question12,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question12,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question12,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question11,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question11,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question11,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question11,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question11,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question10,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question10,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question10,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question10,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question10,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question10,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question1,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,en,question1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Rohingya,en,question1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Rohingya,en,question1,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question9,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question9,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question9,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question9,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question9,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question9,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question8,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question8,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question8,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question8,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question8,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question8,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question7,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question7,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question7,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question7,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question7,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question6,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question6,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question6,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question6,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question6,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question5,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question5,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question5,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question5,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question5,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question5,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question4,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question4,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question4,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question3,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question3,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question3,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question3,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question2,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question2,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question2,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question2,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question2,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question15,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question15,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question14,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question14,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question13,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question13,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question12,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question12,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question12,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question11,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question11,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question11,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question11,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question10,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question10,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question10,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question10,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question10,formulation1,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question1,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question1,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question1,formulation2,"['1', '2', '3', '4']"
deepseek,Rohingya,de,question1,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Rohingya,de,question1,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Rohingya,de,question1,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question9,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question9,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question9,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question9,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question9,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question9,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question8,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question8,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question8,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question8,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question8,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question8,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question7,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question7,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question7,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question7,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question7,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question6,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question6,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question6,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question6,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question6,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question5,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question5,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question5,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question5,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question5,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question5,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question4,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question4,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question4,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question3,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question3,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question3,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question3,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question2,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question2,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question2,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question2,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question2,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question15,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question15,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question14,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question14,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question13,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question13,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question12,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question12,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question12,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question11,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question11,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question11,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question11,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question10,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question10,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question10,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question10,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question10,formulation1,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question1,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question1,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question1,formulation2,"['1', '2', '3', '4']"
deepseek,Palästinenser,de,question1,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
deepseek,Palästinenser,de,question1,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
deepseek,Palästinenser,de,question1,formulation1,"['1', '2', '3', '4']"
deepseek,Palestinians,en,question9,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Palestinians,en,question9,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Palestinians,en,question9,formulation2,"['1', '2', '3', '4']"
deepseek,Palestinians,en,question9,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Palestinians,en,question9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Palestinians,en,question9,formulation1,"['1', '2', '3', '4']"
deepseek,Palestinians,en,question8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Palestinians,en,question8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Palestinians,en,question8,formulation2,"['1', '2', '3', '4']"
deepseek,Palestinians,en,question8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Palestinians,en,question8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Palestinians,en,question8,formulation1,"['1', '2', '3', '4']"
deepseek,Palestinians,en,question7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
deepseek,Palestinians,en,question7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
deepseek,Palestinians,en,question7,formulation2,"['1', '2', '3', '4']"
deepseek,Palestinians,en,question7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
