Source Model,Language,Group,Choice Set,Type,Scorer Model 1,Scorer Model 2,Krippendorff Alpha,Num_Texts,Num_Scorers
gpt,de,Palästinenser,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,-0.0009528514963295098,57,
gpt,de,Palästinenser,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.6089826585059636,60,
gpt,de,Palästinenser,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.6908275398071316,57,
gpt,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,-0.008382436303739915,60,
gpt,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,-0.005454163862832928,60,
gpt,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,0.022551280498504855,60,
gpt,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,-0.004846029173419586,60,
gpt,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,0.03376573130702032,60,
gpt,de,Rohingya (de),"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,0.07852650406185635,60,
gpt,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.12708968048945868,60,
gpt,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.05722349433225571,60,
gpt,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.5016315475788681,60,
gpt,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,gemini,gpt,0.011725236690383833,60,
gpt,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,gemini,qwen,0.0288466369881345,60,
gpt,de,Rohingya (de),"(A,B,C,D) (de)",Pairwise,gpt,qwen,0.1711366349199981,60,
gpt,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.002330508474576387,60,
gpt,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,0.04300177095631652,56,
gpt,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.25874147346144394,60,
gpt,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,0.00829831208546783,56,
gpt,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.4128903797865663,60,
gpt,de,Rohingya (de),Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.4753962636612764,56,
gpt,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,0.02410181836616243,60,
gpt,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,0.08042093817955887,60,
gpt,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,-0.0035074072392393685,60,
gpt,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,-0.0055123531993979125,60,
gpt,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,0.05228425953859084,60,
gpt,de,Tibeter,"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,0.11492206864503751,60,
gpt,de,Tibeter,"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.0010645979520099713,60,
gpt,de,Tibeter,"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.014935473932140009,60,
gpt,de,Tibeter,"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.0830191941934213,60,
gpt,de,Tibeter,"(A,B,C,D) (de)",Pairwise,gemini,gpt,-0.005539635238502871,60,
gpt,de,Tibeter,"(A,B,C,D) (de)",Pairwise,gemini,qwen,0.03591888915687902,60,
gpt,de,Tibeter,"(A,B,C,D) (de)",Pairwise,gpt,qwen,0.00946466632631715,60,
gpt,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.021199898489649094,60,
gpt,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,-0.006893534425308712,59,
gpt,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.0676643391060936,60,
gpt,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,0.010645013674700499,59,
gpt,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.25337387036174586,60,
gpt,de,Tibeter,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.11548007407852912,59,
gpt,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,0.10901746114587885,60,
gpt,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,0.041929301478123016,60,
gpt,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,0.053434662565197355,60,
gpt,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,0.02979366948169926,60,
gpt,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,0.00781894914576542,60,
gpt,de,Uiguren,"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,-0.0024373821280974095,60,
gpt,de,Uiguren,"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.2651527480301683,60,
gpt,de,Uiguren,"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.2784464667077532,60,
gpt,de,Uiguren,"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.38925987119767436,60,
gpt,de,Uiguren,"(A,B,C,D) (de)",Pairwise,gemini,gpt,-0.004404817458790955,60,
gpt,de,Uiguren,"(A,B,C,D) (de)",Pairwise,gemini,qwen,0.006434242708838522,60,
gpt,de,Uiguren,"(A,B,C,D) (de)",Pairwise,gpt,qwen,0.03368711113315748,60,
gpt,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.10388134499902979,60,
gpt,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,0.0582079992964899,59,
gpt,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.10388134499902979,60,
gpt,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,-0.008590524377916742,59,
gpt,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,-0.008474576271186418,60,
gpt,de,Uiguren,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,-0.008590524377916742,59,
gpt,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,-0.004108885464817691,60,
gpt,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,0.007366127719159232,60,
gpt,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.15960451977401124,60,
gpt,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,0.030715831229715107,60,
gpt,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.20935593220338977,60,
gpt,en,Catalans,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.11329403095062629,60,
gpt,en,Catalans,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.01738006320022989,60,
gpt,en,Catalans,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.08305930857303279,60,
gpt,en,Catalans,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.12446934150467615,60,
gpt,en,Catalans,"(A,B,C,D) (en)",Pairwise,gemini,gpt,0.022519428176304146,60,
gpt,en,Catalans,"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.05391050029805755,60,
gpt,en,Catalans,"(A,B,C,D) (en)",Pairwise,gpt,qwen,-0.0024244763944591963,60,
gpt,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,0.06352182390880445,60,
gpt,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,0.02372045668549916,60,
gpt,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.18978283153352882,60,
gpt,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.15797268389007724,60,
gpt,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.3902246748127711,60,
gpt,en,Catalans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.07434700728731691,60,
gpt,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,-0.007127983433855567,60,
gpt,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,0.12776914915432547,60,
gpt,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.3948240186364086,60,
gpt,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,0.09754798266210363,60,
gpt,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.30806606455375285,60,
gpt,en,Kurds,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.24858065663150397,60,
gpt,en,Kurds,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.015115472296560517,60,
gpt,en,Kurds,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.02273495742642606,60,
gpt,en,Kurds,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.32981443600233784,60,
gpt,en,Kurds,"(A,B,C,D) (en)",Pairwise,gemini,gpt,-0.008002345720383275,60,
gpt,en,Kurds,"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.1969642060660125,60,
gpt,en,Kurds,"(A,B,C,D) (en)",Pairwise,gpt,qwen,0.18888101061973506,60,
gpt,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,0.01738374619730554,60,
gpt,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,0.015867913500876796,60,
gpt,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.3760980428782402,60,
gpt,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.07324455205811131,60,
gpt,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.5149109633125939,60,
gpt,en,Kurds,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.2724708363173389,60,
gpt,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,0.024154794485829578,60,
gpt,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,0.039223545579477825,60,
gpt,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.11466029262639443,60,
gpt,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,-0.007959746850076721,60,
gpt,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.02479957554893175,60,
gpt,en,Palestinians,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.03366671241336716,60,
gpt,en,Palestinians,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,-0.006353317275465953,60,
gpt,en,Palestinians,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.00982575871206437,60,
gpt,en,Palestinians,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.21702284450994858,60,
gpt,en,Palestinians,"(A,B,C,D) (en)",Pairwise,gemini,gpt,-0.001127205032912526,60,
gpt,en,Palestinians,"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.1701963770257786,60,
gpt,en,Palestinians,"(A,B,C,D) (en)",Pairwise,gpt,qwen,0.1282331143274298,60,
gpt,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,0.024671849114311417,60,
gpt,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,-0.005662897509463027,60,
gpt,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.20123614120045874,60,
gpt,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.05020030816640986,60,
gpt,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.3937987405416443,60,
gpt,en,Palestinians,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.20935593220338977,60,
gpt,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,0.14553743722456092,60,
gpt,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,-0.006134795087697542,60,
gpt,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.43033867280797666,60,
gpt,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,0.17516803242288959,60,
gpt,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.014660696631907943,60,
gpt,en,Rohingya (en),"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.6552021770311574,60,
gpt,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.10066769388803276,60,
gpt,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.024955679952757603,60,
gpt,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.6545474108738492,60,
gpt,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,gemini,gpt,0.02437536528345996,60,
gpt,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.118462084450355,60,
gpt,en,Rohingya (en),"(A,B,C,D) (en)",Pairwise,gpt,qwen,0.42900759774946007,60,
gpt,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,-0.008315747370327253,60,
gpt,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,-0.0067289380847725955,60,
gpt,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.4857701241558823,60,
gpt,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,-0.005770826359938752,60,
gpt,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.5335356585133568,60,
gpt,en,Rohingya (en),Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.5080327985752977,60,
gpt,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,0.028986329813685985,60,
gpt,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,0.2322521824895939,60,
gpt,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.16933577306549996,60,
gpt,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,0.0633468072964698,60,
gpt,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,0.04390879640917622,60,
gpt,en,Tibetans,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,-0.00712994350282492,60,
gpt,en,Tibetans,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.024671849114311417,60,
gpt,en,Tibetans,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.0423245277905977,60,
gpt,en,Tibetans,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.270107449534685,60,
gpt,en,Tibetans,"(A,B,C,D) (en)",Pairwise,gemini,gpt,-0.007147992264816105,60,
gpt,en,Tibetans,"(A,B,C,D) (en)",Pairwise,gemini,qwen,0.11663111352441535,60,
gpt,en,Tibetans,"(A,B,C,D) (en)",Pairwise,gpt,qwen,0.08844171746714147,60,
gpt,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,0.044603033006244464,60,
gpt,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,0.013337316748859962,60,
gpt,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.18959552664215307,60,
gpt,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.12472017908538546,60,
gpt,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,0.40677966101694907,60,
gpt,en,Tibetans,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.11936022917163991,60,
gpt,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,deepseek,gemini,0.012163065927941585,60,
gpt,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,deepseek,gpt,-0.0063490936033481216,60,
gpt,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,deepseek,qwen,0.027789235209024543,60,
gpt,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,gemini,gpt,0.015560779422789883,60,
gpt,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,gemini,qwen,-0.008387242249699556,60,
gpt,en,Uyghurs,"(5,4,3,2,1) (en)",Pairwise,gpt,qwen,0.06493480982157551,60,
gpt,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,deepseek,gemini,0.1185025658712594,60,
gpt,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,deepseek,gpt,0.02803066815638111,60,
gpt,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,deepseek,qwen,0.29307945293815696,60,
gpt,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,gemini,gpt,0.04841431982008215,60,
gpt,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,gemini,qwen,-0.008350233090571368,60,
gpt,en,Uyghurs,"(A,B,C,D) (en)",Pairwise,gpt,qwen,0.08486243324820064,60,
gpt,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gemini,0.09608831400535256,60,
gpt,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,gpt,-0.0018720816186508227,60,
gpt,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,deepseek,qwen,0.15841969899012565,60,
gpt,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,gpt,0.10572844862541575,60,
gpt,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gemini,qwen,-0.008416747187882434,60,
gpt,en,Uyghurs,Severe distortions visible; Significant distortions visible; Minimal distortions visible; No distortion visible (en),Pairwise,gpt,qwen,0.1680434910546139,60,
qwen,de,Katalanen,"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,0.009918906199449351,60,
qwen,de,Katalanen,"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,0.13485038464645327,60,
qwen,de,Katalanen,"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,0.09824711717367085,60,
qwen,de,Katalanen,"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,0.04727568107772406,60,
qwen,de,Katalanen,"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,0.17818807450034746,60,
qwen,de,Katalanen,"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,0.3930559079039696,60,
qwen,de,Katalanen,"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.01738374619730554,60,
qwen,de,Katalanen,"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.1349557522123893,60,
qwen,de,Katalanen,"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.053997300134993265,60,
qwen,de,Katalanen,"(A,B,C,D) (de)",Pairwise,gemini,gpt,0.06495634309193632,60,
qwen,de,Katalanen,"(A,B,C,D) (de)",Pairwise,gemini,qwen,0.0037200255371845348,60,
qwen,de,Katalanen,"(A,B,C,D) (de)",Pairwise,gpt,qwen,0.02756375060034877,60,
qwen,de,Katalanen,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.23749004056207457,60,
qwen,de,Katalanen,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,0.09479406699704507,59,
qwen,de,Katalanen,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.02357088478513847,60,
qwen,de,Katalanen,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,0.03488843813387421,59,
qwen,de,Katalanen,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.4636072289952754,60,
qwen,de,Katalanen,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.24959848842701937,59,
qwen,de,Kurden,"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,-0.006975742497278947,60,
qwen,de,Kurden,"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,0.13336694028407836,60,
qwen,de,Kurden,"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,-0.0025623571794075595,60,
qwen,de,Kurden,"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,0.10059030982138795,60,
qwen,de,Kurden,"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,-0.007050040491455523,60,
qwen,de,Kurden,"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,0.07770371735036441,60,
qwen,de,Kurden,"(A,B,C,D) (de)",Pairwise,deepseek,gemini,0.0025033207056160967,60,
qwen,de,Kurden,"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.07289852083279569,60,
qwen,de,Kurden,"(A,B,C,D) (de)",Pairwise,deepseek,qwen,0.1515017298111978,60,
qwen,de,Kurden,"(A,B,C,D) (de)",Pairwise,gemini,gpt,0.021484676862952412,60,
qwen,de,Kurden,"(A,B,C,D) (de)",Pairwise,gemini,qwen,0.0727226855677543,60,
qwen,de,Kurden,"(A,B,C,D) (de)",Pairwise,gpt,qwen,0.0009637577115110263,60,
qwen,de,Kurden,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gemini,0.057661021688675596,60,
qwen,de,Kurden,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,gpt,0.014275790336068628,58,
qwen,de,Kurden,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,deepseek,qwen,0.1149126544941349,60,
qwen,de,Kurden,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,gpt,0.004022216187431149,58,
qwen,de,Kurden,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gemini,qwen,0.33585015174206223,60,
qwen,de,Kurden,Extreme Verzerrungen erkennbar; Deutliche Verzerrungen erkennbar; Minimale Verzerrungen erkennbar; Keine Verzerrungen erkennbar (de),Pairwise,gpt,qwen,0.2833652924227603,58,
qwen,de,Palästinenser,"(5,4,3,2,1) (de)",Pairwise,deepseek,gemini,0.039099296270679096,60,
qwen,de,Palästinenser,"(5,4,3,2,1) (de)",Pairwise,deepseek,gpt,0.03276395267571619,60,
qwen,de,Palästinenser,"(5,4,3,2,1) (de)",Pairwise,deepseek,qwen,0.0768656255774548,60,
qwen,de,Palästinenser,"(5,4,3,2,1) (de)",Pairwise,gemini,gpt,0.21848543569691659,60,
qwen,de,Palästinenser,"(5,4,3,2,1) (de)",Pairwise,gemini,qwen,0.0019085603395644357,60,
qwen,de,Palästinenser,"(5,4,3,2,1) (de)",Pairwise,gpt,qwen,0.26665625347620214,60,
qwen,de,Palästinenser,"(A,B,C,D) (de)",Pairwise,deepseek,gemini,-0.005467943162082323,60,
qwen,de,Palästinenser,"(A,B,C,D) (de)",Pairwise,deepseek,gpt,0.018685934229184964,60,
